,Unnamed: 0,DXY
6190,2003-01-01,101.85
6191,2003-01-02,101.88
6192,2003-01-03,102.98
6193,2003-01-06,102.47
6194,2003-01-07,101.97
6195,2003-01-08,102.57
6196,2003-01-09,101.87
6197,2003-01-10,101.94
6198,2003-01-13,101.23
6199,2003-01-14,101.47
6200,2003-01-15,101.21
6201,2003-01-16,101.34
6202,2003-01-17,100.79
6203,2003-01-20,100.55
6204,2003-01-21,100.47
6205,2003-01-22,100.23
6206,2003-01-23,100.23
6207,2003-01-24,99.86
6208,2003-01-27,99.22
6209,2003-01-28,99.26
6210,2003-01-29,99.48
6211,2003-01-30,99.28
6212,2003-01-31,99.52
6213,2003-02-03,99.91
6214,2003-02-04,99.9
6215,2003-02-05,99.14
6216,2003-02-06,99.65
6217,2003-02-07,99.46
6218,2003-02-10,99.57
6219,2003-02-11,100.27
6220,2003-02-12,100.39
6221,2003-02-13,100.51
6222,2003-02-14,99.59
6223,2003-02-17,100.04
6224,2003-02-18,100.46
6225,2003-02-19,100.53
6226,2003-02-20,100.0
6227,2003-02-21,99.55
6228,2003-02-24,100.09
6229,2003-02-25,99.66
6230,2003-02-26,99.86
6231,2003-02-27,99.62
6232,2003-02-28,99.81
6233,2003-03-03,99.71
6234,2003-03-04,99.1
6235,2003-03-05,99.13
6236,2003-03-06,98.28
6237,2003-03-07,98.31
6238,2003-03-10,98.04
6239,2003-03-11,97.85
6240,2003-03-12,97.91
6241,2003-03-13,98.16
6242,2003-03-14,99.78
6243,2003-03-17,99.99
6244,2003-03-18,100.74
6245,2003-03-19,100.86
6246,2003-03-20,101.58
6247,2003-03-21,101.15
6248,2003-03-24,102.0
6249,2003-03-25,100.99
6250,2003-03-26,100.87
6251,2003-03-27,100.53
6252,2003-03-28,100.64
6253,2003-03-31,99.96
6254,2003-04-01,98.88
6255,2003-04-02,99.15
6256,2003-04-03,100.08
6257,2003-04-04,100.34
6258,2003-04-07,100.4
6259,2003-04-08,100.7
6260,2003-04-09,100.53
6261,2003-04-10,100.16
6262,2003-04-11,99.82
6263,2003-04-14,100.18
6264,2003-04-15,99.96
6265,2003-04-16,99.76
6266,2003-04-17,99.06
6267,2003-04-18,99.3
6268,2003-04-21,99.28
6269,2003-04-22,99.59
6270,2003-04-23,98.73
6271,2003-04-24,98.78
6272,2003-04-25,98.33
6273,2003-04-28,98.36
6274,2003-04-29,98.67
6275,2003-04-30,98.02
6276,2003-05-01,97.19
6277,2003-05-02,96.7
6278,2003-05-05,96.75
6279,2003-05-06,96.37
6280,2003-05-07,95.34
6281,2003-05-08,95.58
6282,2003-05-09,94.93
6283,2003-05-12,94.98
6284,2003-05-13,94.55
6285,2003-05-14,94.7
6286,2003-05-15,94.58
6287,2003-05-16,95.22
6288,2003-05-19,94.08
6289,2003-05-20,93.74
6290,2003-05-21,93.26
6291,2003-05-22,93.54
6292,2003-05-23,93.56
6293,2003-05-27,93.05
6294,2003-05-28,92.72
6295,2003-05-29,93.45
6296,2003-05-30,92.71
6297,2003-06-02,93.29
6298,2003-06-03,93.34
6299,2003-06-04,93.53
6300,2003-06-05,93.73
6301,2003-06-06,92.52
6302,2003-06-09,93.48
6303,2003-06-10,93.3
6304,2003-06-11,93.56
6305,2003-06-12,92.97
6306,2003-06-13,92.87
6307,2003-06-16,92.22
6308,2003-06-17,92.4
6309,2003-06-18,92.61
6310,2003-06-19,93.17
6311,2003-06-20,93.16
6312,2003-06-23,93.91
6313,2003-06-24,94.08
6314,2003-06-25,94.39
6315,2003-06-26,94.12
6316,2003-06-27,94.97
6317,2003-06-30,95.04
6318,2003-07-01,94.73
6319,2003-07-02,94.3
6320,2003-07-03,94.13
6321,2003-07-04,94.35
6322,2003-07-07,94.55
6323,2003-07-08,95.51
6324,2003-07-09,95.82
6325,2003-07-10,95.55
6326,2003-07-11,95.39
6327,2003-07-14,95.8
6328,2003-07-15,96.07
6329,2003-07-16,97.0
6330,2003-07-17,96.72
6331,2003-07-18,96.86
6332,2003-07-21,96.63
6333,2003-07-22,96.11
6334,2003-07-23,96.38
6335,2003-07-24,95.44
6336,2003-07-25,95.34
6337,2003-07-28,94.96
6338,2003-07-29,95.08
6339,2003-07-30,95.33
6340,2003-07-31,96.07
6341,2003-08-01,96.89
6342,2003-08-04,96.66
6343,2003-08-05,96.16
6344,2003-08-06,96.16
6345,2003-08-07,96.29
6346,2003-08-08,95.83
6347,2003-08-11,96.36
6348,2003-08-12,95.87
6349,2003-08-13,96.15
6350,2003-08-14,96.18
6351,2003-08-15,96.68
6352,2003-08-18,96.65
6353,2003-08-19,97.35
6354,2003-08-20,97.31
6355,2003-08-21,97.37
6356,2003-08-22,98.61
6357,2003-08-25,98.83
6358,2003-08-26,98.92
6359,2003-08-27,98.76
6360,2003-08-28,98.86
6361,2003-08-29,98.83
6362,2003-09-01,98.1
6363,2003-09-02,98.07
6364,2003-09-03,98.95
6365,2003-09-04,98.71
6366,2003-09-05,98.2
6367,2003-09-08,97.09
6368,2003-09-09,97.16
6369,2003-09-10,96.44
6370,2003-09-11,96.5
6371,2003-09-12,96.56
6372,2003-09-15,96.0
6373,2003-09-16,95.98
6374,2003-09-17,96.67
6375,2003-09-18,95.8
6376,2003-09-19,95.95
6377,2003-09-22,94.78
6378,2003-09-23,93.85
6379,2003-09-24,93.99
6380,2003-09-25,93.7
6381,2003-09-26,93.76
6382,2003-09-29,93.85
6383,2003-09-30,93.08
6384,2003-10-01,92.85
6385,2003-10-02,92.39
6386,2003-10-03,92.42
6387,2003-10-06,93.1
6388,2003-10-07,92.41
6389,2003-10-08,91.89
6390,2003-10-09,91.73
6391,2003-10-10,91.94
6392,2003-10-13,91.52
6393,2003-10-14,91.89
6394,2003-10-15,91.83
6395,2003-10-16,92.5
6396,2003-10-17,92.61
6397,2003-10-20,92.29
6398,2003-10-21,92.43
6399,2003-10-22,92.37
6400,2003-10-23,91.27
6401,2003-10-24,91.51
6402,2003-10-27,91.43
6403,2003-10-28,91.61
6404,2003-10-29,91.86
6405,2003-10-30,91.86
6406,2003-10-31,92.21
6407,2003-11-03,92.73
6408,2003-11-04,93.66
6409,2003-11-05,93.23
6410,2003-11-06,93.63
6411,2003-11-07,93.89
6412,2003-11-10,93.02
6413,2003-11-11,93.05
6414,2003-11-12,93.1
6415,2003-11-13,92.31
6416,2003-11-14,91.61
6417,2003-11-17,91.37
6418,2003-11-18,91.61
6419,2003-11-19,90.23
6420,2003-11-20,90.91
6421,2003-11-21,90.66
6422,2003-11-24,90.6
6423,2003-11-25,91.56
6424,2003-11-26,91.46
6425,2003-11-27,90.6
6426,2003-11-28,90.65
6427,2003-12-01,90.23
6428,2003-12-02,90.35
6429,2003-12-03,89.64
6430,2003-12-04,89.5
6431,2003-12-05,89.6
6432,2003-12-08,89.14
6433,2003-12-09,88.75
6434,2003-12-10,88.49
6435,2003-12-11,88.88
6436,2003-12-12,88.88
6437,2003-12-15,88.6
6438,2003-12-16,88.4
6439,2003-12-17,88.36
6440,2003-12-18,87.94
6441,2003-12-19,87.85
6442,2003-12-22,88.15
6443,2003-12-23,87.99
6444,2003-12-24,87.99
6445,2003-12-25,87.55
6446,2003-12-26,87.57
6447,2003-12-29,87.63
6448,2003-12-30,87.35
6449,2003-12-31,87.0
6450,2004-01-01,86.92
6451,2004-01-02,86.95
6452,2004-01-05,86.92
6453,2004-01-06,86.07
6454,2004-01-07,85.63
6455,2004-01-08,86.2
6456,2004-01-09,85.54
6457,2004-01-12,85.11
6458,2004-01-13,85.56
6459,2004-01-14,85.51
6460,2004-01-15,86.12
6461,2004-01-16,86.57
6462,2004-01-19,87.73
6463,2004-01-20,87.96
6464,2004-01-21,86.62
6465,2004-01-22,86.34
6466,2004-01-23,85.82
6467,2004-01-26,86.56
6468,2004-01-27,87.25
6469,2004-01-28,86.25
6470,2004-01-29,86.97
6471,2004-01-30,87.58
6472,2004-02-02,87.2
6473,2004-02-03,87.44
6474,2004-02-04,86.81
6475,2004-02-05,86.83
6476,2004-02-06,86.87
6477,2004-02-09,86.02
6478,2004-02-10,86.0
6479,2004-02-11,85.84
6480,2004-02-12,85.09
6481,2004-02-13,85.29
6482,2004-02-16,85.55
6483,2004-02-17,85.38
6484,2004-02-18,84.97
6485,2004-02-19,85.94
6486,2004-02-20,85.86
6487,2004-02-23,87.24
6488,2004-02-24,86.91
6489,2004-02-25,86.15
6490,2004-02-26,87.25
6491,2004-02-27,87.67
6492,2004-03-01,87.31
6493,2004-03-02,87.52
6494,2004-03-03,88.9
6495,2004-03-04,88.94
6496,2004-03-05,89.14
6497,2004-03-08,88.17
6498,2004-03-09,87.9
6499,2004-03-10,88.43
6500,2004-03-11,88.95
6501,2004-03-12,88.51
6502,2004-03-15,89.12
6503,2004-03-16,88.81
6504,2004-03-17,88.59
6505,2004-03-18,88.66
6506,2004-03-19,87.64
6507,2004-03-22,88.13
6508,2004-03-23,87.81
6509,2004-03-24,87.85
6510,2004-03-25,88.89
6511,2004-03-26,88.9
6512,2004-03-29,88.89
6513,2004-03-30,88.63
6514,2004-03-31,88.43
6515,2004-04-01,87.61
6516,2004-04-02,87.21
6517,2004-04-05,88.51
6518,2004-04-06,89.22
6519,2004-04-07,88.62
6520,2004-04-08,88.27
6521,2004-04-09,89.02
6522,2004-04-12,88.97
6523,2004-04-13,88.95
6524,2004-04-14,89.8
6525,2004-04-15,90.24
6526,2004-04-16,90.06
6527,2004-04-19,89.94
6528,2004-04-20,89.8
6529,2004-04-21,90.49
6530,2004-04-22,91.12
6531,2004-04-23,90.82
6532,2004-04-26,91.08
6533,2004-04-27,90.62
6534,2004-04-28,90.41
6535,2004-04-29,91.17
6536,2004-04-30,90.57
6537,2004-05-03,90.48
6538,2004-05-04,90.76
6539,2004-05-05,89.81
6540,2004-05-06,89.32
6541,2004-05-07,89.89
6542,2004-05-10,91.13
6543,2004-05-11,91.56
6544,2004-05-12,91.66
6545,2004-05-13,91.29
6546,2004-05-14,91.96
6547,2004-05-17,91.66
6548,2004-05-18,91.0
6549,2004-05-19,91.25
6550,2004-05-20,90.53
6551,2004-05-21,91.03
6552,2004-05-24,90.49
6553,2004-05-25,90.55
6554,2004-05-26,89.84
6555,2004-05-27,89.79
6556,2004-05-28,88.67
6557,2004-05-31,88.9
6558,2004-06-01,88.9
6559,2004-06-02,88.88
6560,2004-06-03,88.84
6561,2004-06-04,88.95
6562,2004-06-07,88.54
6563,2004-06-08,88.25
6564,2004-06-09,88.51
6565,2004-06-10,89.73
6566,2004-06-11,89.25
6567,2004-06-14,90.01
6568,2004-06-15,89.94
6569,2004-06-16,89.09
6570,2004-06-17,90.04
6571,2004-06-18,89.6
6572,2004-06-21,89.08
6573,2004-06-22,89.25
6574,2004-06-23,89.43
6575,2004-06-24,89.42
6576,2004-06-25,88.7
6577,2004-06-28,88.88
6578,2004-06-29,88.72
6579,2004-06-30,89.41
6580,2004-07-01,88.8
6581,2004-07-02,88.79
6582,2004-07-05,87.99
6583,2004-07-06,88.23
6584,2004-07-07,88.12
6585,2004-07-08,87.65
6586,2004-07-09,87.54
6587,2004-07-12,87.42
6588,2004-07-13,87.39
6589,2004-07-14,87.83
6590,2004-07-15,87.58
6591,2004-07-16,87.99
6592,2004-07-19,87.14
6593,2004-07-20,87.18
6594,2004-07-21,87.83
6595,2004-07-22,88.56
6596,2004-07-23,88.45
6597,2004-07-26,89.26
6598,2004-07-27,89.03
6599,2004-07-28,89.79
6600,2004-07-29,89.75
6601,2004-07-30,89.95
6602,2004-08-02,89.96
6603,2004-08-03,89.75
6604,2004-08-04,89.57
6605,2004-08-05,89.68
6606,2004-08-06,89.64
6607,2004-08-09,88.36
6608,2004-08-10,88.39
6609,2004-08-11,88.79
6610,2004-08-12,88.83
6611,2004-08-13,88.69
6612,2004-08-16,87.9
6613,2004-08-17,87.96
6614,2004-08-18,88.06
6615,2004-08-19,88.08
6616,2004-08-20,87.79
6617,2004-08-23,88.12
6618,2004-08-24,89.06
6619,2004-08-25,89.45
6620,2004-08-26,89.42
6621,2004-08-27,89.3
6622,2004-08-30,89.77
6623,2004-08-31,89.69
6624,2004-09-01,88.94
6625,2004-09-02,88.87
6626,2004-09-03,88.98
6627,2004-09-06,89.63
6628,2004-09-07,89.56
6629,2004-09-08,89.23
6630,2004-09-09,88.77
6631,2004-09-10,88.83
6632,2004-09-13,88.39
6633,2004-09-14,88.54
6634,2004-09-15,88.46
6635,2004-09-16,89.15
6636,2004-09-17,88.8
6637,2004-09-20,88.84
6638,2004-09-21,88.99
6639,2004-09-22,88.13
6640,2004-09-23,88.51
6641,2004-09-24,88.44
6642,2004-09-27,88.4
6643,2004-09-28,88.29
6644,2004-09-29,88.11
6645,2004-09-30,88.1
6646,2004-10-01,87.37
6647,2004-10-04,87.63
6648,2004-10-05,88.38
6649,2004-10-06,88.17
6650,2004-10-07,88.48
6651,2004-10-08,88.34
6652,2004-10-11,87.51
6653,2004-10-12,87.54
6654,2004-10-13,88.02
6655,2004-10-14,87.88
6656,2004-10-15,87.55
6657,2004-10-18,87.09
6658,2004-10-19,87.02
6659,2004-10-20,86.84
6660,2004-10-21,86.35
6661,2004-10-22,86.02
6662,2004-10-25,85.87
6663,2004-10-26,84.97
6664,2004-10-27,85.21
6665,2004-10-28,85.44
6666,2004-10-29,85.28
6667,2004-11-01,84.91
6668,2004-11-02,85.2
6669,2004-11-03,85.47
6670,2004-11-04,84.7
6671,2004-11-05,84.54
6672,2004-11-08,84.01
6673,2004-11-09,84.09
6674,2004-11-10,84.21
6675,2004-11-11,84.43
6676,2004-11-12,84.29
6677,2004-11-15,83.69
6678,2004-11-16,84.0
6679,2004-11-17,83.8
6680,2004-11-18,83.29
6681,2004-11-19,83.69
6682,2004-11-22,83.31
6683,2004-11-23,83.19
6684,2004-11-24,82.94
6685,2004-11-25,82.41
6686,2004-11-26,81.87
6687,2004-11-29,81.78
6688,2004-11-30,81.93
6689,2004-12-01,81.82
6690,2004-12-02,81.56
6691,2004-12-03,81.95
6692,2004-12-06,80.98
6693,2004-12-07,81.28
6694,2004-12-08,81.24
6695,2004-12-09,81.9
6696,2004-12-10,82.11
6697,2004-12-13,82.67
6698,2004-12-14,82.1
6699,2004-12-15,82.32
6700,2004-12-16,81.63
6701,2004-12-17,82.45
6702,2004-12-20,82.16
6703,2004-12-21,81.67
6704,2004-12-22,81.94
6705,2004-12-23,81.93
6706,2004-12-24,81.93
6707,2004-12-27,81.28
6708,2004-12-28,80.72
6709,2004-12-29,80.72
6710,2004-12-30,80.85
6711,2004-12-31,80.53
6712,2005-01-03,80.85
6713,2005-01-04,81.3
6714,2005-01-05,82.52
6715,2005-01-06,82.54
6716,2005-01-07,83.15
6717,2005-01-10,83.6
6718,2005-01-11,83.35
6719,2005-01-12,83.07
6720,2005-01-13,82.17
6721,2005-01-14,82.51
6722,2005-01-17,82.97
6723,2005-01-18,83.24
6724,2005-01-19,83.36
6725,2005-01-20,83.6
6726,2005-01-21,83.84
6727,2005-01-24,83.26
6728,2005-01-25,83.24
6729,2005-01-26,83.99
6730,2005-01-27,83.3
6731,2005-01-28,83.43
6732,2005-01-31,83.48
6733,2005-02-01,83.57
6734,2005-02-02,83.45
6735,2005-02-03,83.54
6736,2005-02-04,83.93
6737,2005-02-07,84.39
6738,2005-02-08,85.12
6739,2005-02-09,85.1
6740,2005-02-10,84.91
6741,2005-02-11,84.54
6742,2005-02-14,84.57
6743,2005-02-15,83.96
6744,2005-02-16,83.59
6745,2005-02-17,83.67
6746,2005-02-18,83.48
6747,2005-02-21,83.49
6748,2005-02-22,83.52
6749,2005-02-23,82.41
6750,2005-02-24,82.68
6751,2005-02-25,82.9
6752,2005-02-28,82.66
6753,2005-03-01,82.51
6754,2005-03-02,82.78
6755,2005-03-03,83.08
6756,2005-03-04,83.31
6757,2005-03-07,82.52
6758,2005-03-08,82.79
6759,2005-03-09,81.98
6760,2005-03-10,81.63
6761,2005-03-11,81.59
6762,2005-03-14,81.42
6763,2005-03-15,81.97
6764,2005-03-16,82.12
6765,2005-03-17,81.59
6766,2005-03-18,81.84
6767,2005-03-21,82.05
6768,2005-03-22,82.97
6769,2005-03-23,83.36
6770,2005-03-24,83.94
6771,2005-03-25,84.13
6772,2005-03-28,84.15
6773,2005-03-29,84.51
6774,2005-03-30,84.32
6775,2005-03-31,84.29
6776,2005-04-01,84.06
6777,2005-04-04,84.43
6778,2005-04-05,84.78
6779,2005-04-06,84.66
6780,2005-04-07,84.68
6781,2005-04-08,84.87
6782,2005-04-11,84.4
6783,2005-04-12,84.22
6784,2005-04-13,84.44
6785,2005-04-14,84.4
6786,2005-04-15,85.0
6787,2005-04-18,84.56
6788,2005-04-19,84.0
6789,2005-04-20,83.76
6790,2005-04-21,83.52
6791,2005-04-22,83.7
6792,2005-04-25,83.5
6793,2005-04-26,83.82
6794,2005-04-27,83.96
6795,2005-04-28,84.12
6796,2005-04-29,84.35
6797,2005-05-02,84.43
6798,2005-05-03,84.49
6799,2005-05-04,84.51
6800,2005-05-05,84.0
6801,2005-05-06,83.94
6802,2005-05-09,84.62
6803,2005-05-10,84.64
6804,2005-05-11,84.45
6805,2005-05-12,84.89
6806,2005-05-13,85.49
6807,2005-05-16,86.1
6808,2005-05-17,86.12
6809,2005-05-18,86.21
6810,2005-05-19,85.77
6811,2005-05-20,86.09
6812,2005-05-23,86.63
6813,2005-05-24,86.4
6814,2005-05-25,86.37
6815,2005-05-26,86.35
6816,2005-05-27,86.85
6817,2005-05-30,86.42
6818,2005-05-31,86.94
6819,2005-06-01,87.76
6820,2005-06-02,88.11
6821,2005-06-03,87.75
6822,2005-06-06,88.04
6823,2005-06-07,87.6
6824,2005-06-08,87.49
6825,2005-06-09,87.88
6826,2005-06-10,88.07
6827,2005-06-13,88.69
6828,2005-06-14,88.95
6829,2005-06-15,89.3
6830,2005-06-16,88.62
6831,2005-06-17,88.64
6832,2005-06-20,87.65
6833,2005-06-21,88.49
6834,2005-06-22,88.12
6835,2005-06-23,88.56
6836,2005-06-24,89.12
6837,2005-06-27,88.78
6838,2005-06-28,88.45
6839,2005-06-29,88.99
6840,2005-06-30,89.11
6841,2005-07-01,89.09
6842,2005-07-04,90.13
6843,2005-07-05,90.46
6844,2005-07-06,90.44
6845,2005-07-07,90.38
6846,2005-07-08,90.28
6847,2005-07-11,90.25
6848,2005-07-12,89.46
6849,2005-07-13,88.35
6850,2005-07-14,89.25
6851,2005-07-15,89.48
6852,2005-07-18,89.72
6853,2005-07-19,89.64
6854,2005-07-20,89.85
6855,2005-07-21,89.34
6856,2005-07-22,88.93
6857,2005-07-25,89.64
6858,2005-07-26,89.57
6859,2005-07-27,90.0
6860,2005-07-28,89.73
6861,2005-07-29,89.34
6862,2005-08-01,89.35
6863,2005-08-02,88.89
6864,2005-08-03,88.76
6865,2005-08-04,87.99
6866,2005-08-05,87.8
6867,2005-08-08,88.06
6868,2005-08-09,87.92
6869,2005-08-10,87.89
6870,2005-08-11,87.61
6871,2005-08-12,87.1
6872,2005-08-15,86.98
6873,2005-08-16,87.32
6874,2005-08-17,87.39
6875,2005-08-18,88.0
6876,2005-08-19,88.55
6877,2005-08-22,88.6
6878,2005-08-23,88.14
6879,2005-08-24,88.08
6880,2005-08-25,87.91
6881,2005-08-26,87.64
6882,2005-08-29,87.86
6883,2005-08-30,88.25
6884,2005-08-31,88.35
6885,2005-09-01,87.58
6886,2005-09-02,86.55
6887,2005-09-05,86.3
6888,2005-09-06,86.26
6889,2005-09-07,86.57
6890,2005-09-08,86.97
6891,2005-09-09,87.04
6892,2005-09-12,86.89
6893,2005-09-13,87.68
6894,2005-09-14,87.75
6895,2005-09-15,87.67
6896,2005-09-16,88.13
6897,2005-09-19,88.06
6898,2005-09-20,88.44
6899,2005-09-21,88.6
6900,2005-09-22,88.14
6901,2005-09-23,88.56
6902,2005-09-26,89.29
6903,2005-09-27,89.11
6904,2005-09-28,89.6
6905,2005-09-29,89.47
6906,2005-09-30,89.4
6907,2005-10-03,89.52
6908,2005-10-04,90.13
6909,2005-10-05,90.1
6910,2005-10-06,89.98
6911,2005-10-07,88.66
6912,2005-10-10,89.17
6913,2005-10-11,89.46
6914,2005-10-12,89.97
6915,2005-10-13,89.63
6916,2005-10-14,89.81
6917,2005-10-17,89.46
6918,2005-10-18,89.8
6919,2005-10-19,90.29
6920,2005-10-20,89.99
6921,2005-10-21,89.78
6922,2005-10-24,90.31
6923,2005-10-25,90.11
6924,2005-10-26,89.24
6925,2005-10-27,89.49
6926,2005-10-28,89.1
6927,2005-10-31,89.59
6928,2005-11-01,90.07
6929,2005-11-02,90.08
6930,2005-11-03,89.72
6931,2005-11-04,90.44
6932,2005-11-07,91.26
6933,2005-11-08,91.29
6934,2005-11-09,91.37
6935,2005-11-10,91.5
6936,2005-11-11,92.08
6937,2005-11-14,91.98
6938,2005-11-15,92.13
6939,2005-11-16,92.09
6940,2005-11-17,92.33
6941,2005-11-18,91.88
6942,2005-11-21,91.93
6943,2005-11-22,92.03
6944,2005-11-23,91.5
6945,2005-11-24,91.37
6946,2005-11-25,91.6
6947,2005-11-28,92.04
6948,2005-11-29,90.98
6949,2005-11-30,91.62
6950,2005-12-01,91.57
6951,2005-12-02,91.82
6952,2005-12-05,91.93
6953,2005-12-06,91.48
6954,2005-12-07,91.44
6955,2005-12-08,91.89
6956,2005-12-09,91.26
6957,2005-12-12,91.25
6958,2005-12-13,90.32
6959,2005-12-14,90.38
6960,2005-12-15,89.83
6961,2005-12-16,90.02
6962,2005-12-19,89.71
6963,2005-12-20,89.87
6964,2005-12-21,90.78
6965,2005-12-22,90.94
6966,2005-12-23,90.72
6967,2005-12-27,90.78
6968,2005-12-28,91.19
6969,2005-12-29,91.21
6970,2005-12-30,91.1
6971,2006-01-03,91.17
6972,2006-01-04,89.84
6973,2006-01-05,89.14
6974,2006-01-06,89.33
6975,2006-01-09,88.91
6976,2006-01-10,89.25
6977,2006-01-11,89.33
6978,2006-01-12,88.99
6979,2006-01-13,89.44
6980,2006-01-16,88.89
6981,2006-01-17,89.12
6982,2006-01-18,89.3
6983,2006-01-19,89.25
6984,2006-01-20,89.39
6985,2006-01-23,88.97
6986,2006-01-24,87.95
6987,2006-01-25,88.06
6988,2006-01-26,88.33
6989,2006-01-27,88.62
6990,2006-01-30,89.32
6991,2006-01-31,89.42
6992,2006-02-01,88.96
6993,2006-02-02,89.51
6994,2006-02-03,89.41
6995,2006-02-06,89.89
6996,2006-02-07,90.29
6997,2006-02-08,90.24
6998,2006-02-09,90.43
6999,2006-02-10,90.29
7000,2006-02-13,90.55
7001,2006-02-14,90.54
7002,2006-02-15,90.54
7003,2006-02-16,90.72
7004,2006-02-17,90.73
7005,2006-02-20,90.64
7006,2006-02-21,90.42
7007,2006-02-22,90.55
7008,2006-02-23,90.67
7009,2006-02-24,90.39
7010,2006-02-27,90.61
7011,2006-02-28,90.63
7012,2006-03-01,90.11
7013,2006-03-02,90.22
7014,2006-03-03,89.56
7015,2006-03-06,89.66
7016,2006-03-07,89.89
7017,2006-03-08,90.77
7018,2006-03-09,90.62
7019,2006-03-10,90.75
7020,2006-03-13,90.85
7021,2006-03-14,90.54
7022,2006-03-15,90.0
7023,2006-03-16,89.7
7024,2006-03-17,89.07
7025,2006-03-20,88.92
7026,2006-03-21,89.13
7027,2006-03-22,89.62
7028,2006-03-23,89.72
7029,2006-03-24,90.46
7030,2006-03-27,90.07
7031,2006-03-28,90.07
7032,2006-03-29,90.25
7033,2006-03-30,90.21
7034,2006-03-31,89.39
7035,2006-04-03,89.73
7036,2006-04-04,89.63
7037,2006-04-05,88.83
7038,2006-04-06,88.63
7039,2006-04-07,88.96
7040,2006-04-10,89.69
7041,2006-04-11,89.65
7042,2006-04-12,89.44
7043,2006-04-13,89.62
7044,2006-04-17,89.59
7045,2006-04-18,88.64
7046,2006-04-19,88.24
7047,2006-04-20,87.79
7048,2006-04-21,88.25
7049,2006-04-24,88.05
7050,2006-04-25,87.45
7051,2006-04-26,87.32
