,Unnamed: 0,SHSZ300
236,2003-01-02,1074.98
237,2003-01-03,1073.52
238,2003-01-06,1084.88
239,2003-01-07,1081.62
240,2003-01-08,1111.83
241,2003-01-09,1132.17
242,2003-01-10,1121.58
243,2003-01-13,1124.33
244,2003-01-14,1185.87
245,2003-01-15,1177.97
246,2003-01-16,1196.39
247,2003-01-17,1190.89
248,2003-01-20,1194.72
249,2003-01-21,1172.13
250,2003-01-22,1174.57
251,2003-01-23,1167.63
252,2003-01-24,1187.69
253,2003-01-27,1203.32
254,2003-01-28,1206.86
255,2003-01-29,1207.6
256,2003-02-10,1190.46
257,2003-02-11,1201.29
258,2003-02-12,1214.8
259,2003-02-13,1208.84
260,2003-02-14,1213.7
261,2003-02-17,1204.7
262,2003-02-18,1204.94
263,2003-02-19,1216.58
264,2003-02-20,1215.15
265,2003-02-21,1191.63
266,2003-02-24,1192.99
267,2003-02-25,1214.85
268,2003-02-26,1214.4
269,2003-02-27,1215.46
270,2003-02-28,1213.86
271,2003-03-03,1223.41
272,2003-03-04,1222.38
273,2003-03-05,1217.89
274,2003-03-06,1202.44
275,2003-03-07,1198.74
276,2003-03-10,1178.15
277,2003-03-11,1177.8
278,2003-03-12,1182.42
279,2003-03-13,1175.16
280,2003-03-14,1177.61
281,2003-03-17,1179.23
282,2003-03-18,1173.79
283,2003-03-19,1180.23
284,2003-03-20,1175.86
285,2003-03-21,1185.42
286,2003-03-24,1187.64
287,2003-03-25,1176.1
288,2003-03-26,1171.2
289,2003-03-27,1201.37
290,2003-03-28,1199.26
291,2003-03-31,1215.17
292,2003-04-01,1223.56
293,2003-04-02,1222.97
294,2003-04-03,1215.34
295,2003-04-04,1223.56
296,2003-04-07,1217.92
297,2003-04-08,1221.57
298,2003-04-09,1243.06
299,2003-04-10,1255.24
300,2003-04-11,1275.0
301,2003-04-14,1306.51
302,2003-04-15,1317.29
303,2003-04-16,1304.1
304,2003-04-17,1307.71
305,2003-04-18,1300.41
306,2003-04-21,1274.61
307,2003-04-22,1274.68
308,2003-04-23,1254.13
309,2003-04-24,1218.68
310,2003-04-25,1205.38
311,2003-04-28,1250.68
312,2003-04-29,1231.57
313,2003-04-30,1239.95
314,2003-05-12,1251.31
315,2003-05-13,1216.43
316,2003-05-14,1243.1
317,2003-05-15,1273.37
318,2003-05-16,1274.26
319,2003-05-19,1275.86
320,2003-05-20,1261.33
321,2003-05-21,1259.02
322,2003-05-22,1270.43
323,2003-05-23,1283.67
324,2003-05-26,1292.69
325,2003-05-27,1293.68
326,2003-05-28,1277.69
327,2003-05-29,1294.77
328,2003-05-30,1300.87
329,2003-06-02,1300.49
330,2003-06-03,1285.65
331,2003-06-04,1296.44
332,2003-06-05,1279.54
333,2003-06-06,1262.06
334,2003-06-09,1249.16
335,2003-06-10,1255.93
336,2003-06-11,1278.27
337,2003-06-12,1273.51
338,2003-06-13,1277.32
339,2003-06-16,1273.56
340,2003-06-17,1268.92
341,2003-06-18,1266.72
342,2003-06-19,1253.68
343,2003-06-20,1244.66
344,2003-06-23,1231.94
345,2003-06-24,1235.12
346,2003-06-25,1226.64
347,2003-06-26,1238.48
348,2003-06-27,1220.74
349,2003-06-30,1214.55
350,2003-07-01,1215.2
351,2003-07-02,1227.95
352,2003-07-03,1231.17
353,2003-07-04,1229.97
354,2003-07-07,1232.08
355,2003-07-08,1239.85
356,2003-07-09,1231.8
357,2003-07-10,1257.82
358,2003-07-11,1255.93
359,2003-07-14,1251.09
360,2003-07-15,1254.36
361,2003-07-16,1259.9
362,2003-07-17,1269.4
363,2003-07-18,1241.57
364,2003-07-21,1232.14
365,2003-07-22,1235.3
366,2003-07-23,1239.44
367,2003-07-24,1231.02
368,2003-07-25,1218.67
369,2003-07-28,1213.15
370,2003-07-29,1219.76
371,2003-07-30,1221.76
372,2003-07-31,1222.74
373,2003-08-01,1226.24
374,2003-08-04,1240.07
375,2003-08-05,1239.05
376,2003-08-06,1232.94
377,2003-08-07,1232.97
378,2003-08-08,1218.11
379,2003-08-11,1222.2
380,2003-08-12,1225.86
381,2003-08-13,1210.56
382,2003-08-14,1203.24
383,2003-08-15,1201.32
384,2003-08-18,1197.99
385,2003-08-19,1201.66
386,2003-08-20,1195.68
387,2003-08-21,1194.63
388,2003-08-22,1191.43
389,2003-08-25,1177.3
390,2003-08-26,1179.33
391,2003-08-27,1178.4
392,2003-08-28,1169.38
393,2003-08-29,1178.57
394,2003-09-01,1199.81
395,2003-09-02,1197.3
396,2003-09-03,1198.44
397,2003-09-04,1196.5
398,2003-09-05,1183.91
399,2003-09-08,1177.83
400,2003-09-09,1172.05
401,2003-09-10,1176.04
402,2003-09-11,1176.93
403,2003-09-12,1164.18
404,2003-09-15,1152.36
405,2003-09-16,1159.72
406,2003-09-17,1147.3
407,2003-09-18,1148.08
408,2003-09-19,1149.29
409,2003-09-22,1141.14
410,2003-09-23,1147.29
411,2003-09-24,1150.49
412,2003-09-25,1136.69
413,2003-09-26,1131.3
414,2003-09-29,1116.55
415,2003-09-30,1127.14
416,2003-10-08,1131.27
417,2003-10-09,1128.77
418,2003-10-10,1155.42
419,2003-10-13,1151.78
420,2003-10-14,1142.3
421,2003-10-15,1139.02
422,2003-10-16,1124.37
423,2003-10-17,1128.1
424,2003-10-20,1120.36
425,2003-10-21,1124.54
426,2003-10-22,1152.83
427,2003-10-23,1143.71
428,2003-10-24,1140.03
429,2003-10-27,1130.46
430,2003-10-28,1130.7
431,2003-10-29,1123.22
432,2003-10-30,1110.8
433,2003-10-31,1111.62
434,2003-11-03,1123.48
435,2003-11-04,1145.17
436,2003-11-05,1138.91
437,2003-11-06,1118.92
438,2003-11-07,1103.78
439,2003-11-10,1108.03
440,2003-11-11,1108.89
441,2003-11-12,1089.31
442,2003-11-13,1091.71
443,2003-11-14,1100.02
444,2003-11-17,1095.94
445,2003-11-18,1081.0
446,2003-11-19,1098.05
447,2003-11-20,1129.13
448,2003-11-21,1115.47
449,2003-11-24,1147.59
450,2003-11-25,1151.54
451,2003-11-26,1155.27
452,2003-11-27,1136.02
453,2003-11-28,1142.97
454,2003-12-01,1168.51
455,2003-12-02,1168.4
456,2003-12-03,1172.47
457,2003-12-04,1178.65
458,2003-12-05,1176.66
459,2003-12-08,1164.43
460,2003-12-09,1169.28
461,2003-12-10,1184.68
462,2003-12-11,1184.63
463,2003-12-12,1183.11
464,2003-12-15,1184.67
465,2003-12-16,1178.35
466,2003-12-17,1169.41
467,2003-12-18,1173.4
468,2003-12-19,1163.64
469,2003-12-22,1195.44
470,2003-12-23,1201.08
471,2003-12-24,1212.33
472,2003-12-25,1209.06
473,2003-12-26,1208.52
474,2003-12-29,1199.25
475,2003-12-30,1207.1
476,2003-12-31,1194.74
477,2004-01-02,1204.61
478,2004-01-05,1240.47
479,2004-01-06,1251.13
480,2004-01-07,1266.27
481,2004-01-08,1284.34
482,2004-01-09,1266.41
483,2004-01-12,1294.68
484,2004-01-13,1293.18
485,2004-01-14,1277.96
486,2004-01-15,1273.62
487,2004-01-16,1284.3
488,2004-01-29,1311.95
489,2004-01-30,1281.33
490,2004-02-02,1307.27
491,2004-02-03,1321.0
492,2004-02-04,1348.86
493,2004-02-05,1353.85
494,2004-02-06,1347.22
495,2004-02-09,1368.84
496,2004-02-10,1363.06
497,2004-02-11,1354.75
498,2004-02-12,1345.66
499,2004-02-13,1342.34
500,2004-02-16,1373.3
501,2004-02-17,1380.37
502,2004-02-18,1391.36
503,2004-02-19,1385.98
504,2004-02-20,1391.1
505,2004-02-23,1359.24
506,2004-02-24,1356.31
507,2004-02-25,1329.44
508,2004-02-26,1335.86
509,2004-02-27,1351.61
510,2004-03-01,1366.91
511,2004-03-02,1363.19
512,2004-03-03,1341.21
513,2004-03-04,1349.85
514,2004-03-05,1341.76
515,2004-03-08,1317.3
516,2004-03-09,1314.17
517,2004-03-10,1344.99
518,2004-03-11,1357.84
519,2004-03-12,1358.51
520,2004-03-15,1389.68
521,2004-03-16,1395.37
522,2004-03-17,1398.02
523,2004-03-18,1372.16
524,2004-03-19,1393.57
525,2004-03-22,1399.55
526,2004-03-23,1389.52
527,2004-03-24,1385.37
528,2004-03-25,1385.86
529,2004-03-26,1386.48
530,2004-03-29,1371.7
531,2004-03-30,1372.05
532,2004-03-31,1384.95
533,2004-04-01,1396.63
534,2004-04-02,1405.92
535,2004-04-05,1401.97
536,2004-04-06,1410.43
537,2004-04-07,1408.77
538,2004-04-08,1402.77
539,2004-04-09,1370.28
540,2004-04-12,1364.68
541,2004-04-13,1353.83
542,2004-04-14,1332.08
543,2004-04-15,1318.85
544,2004-04-16,1331.08
545,2004-04-19,1312.0
546,2004-04-20,1301.09
547,2004-04-21,1289.65
548,2004-04-22,1296.43
549,2004-04-23,1276.31
550,2004-04-26,1276.95
551,2004-04-27,1264.34
552,2004-04-28,1258.11
553,2004-04-29,1233.6
554,2004-04-30,1239.72
555,2004-05-10,1206.59
556,2004-05-11,1212.58
557,2004-05-12,1240.02
558,2004-05-13,1234.58
559,2004-05-14,1207.26
560,2004-05-17,1195.19
561,2004-05-18,1209.61
562,2004-05-19,1209.58
563,2004-05-20,1201.71
564,2004-05-21,1209.21
565,2004-05-24,1200.79
566,2004-05-25,1177.71
567,2004-05-26,1183.01
568,2004-05-27,1208.68
569,2004-05-28,1201.72
570,2004-05-31,1206.84
571,2004-06-01,1224.11
572,2004-06-02,1211.93
573,2004-06-03,1193.55
574,2004-06-04,1192.78
575,2004-06-07,1176.26
576,2004-06-08,1160.33
577,2004-06-09,1137.55
578,2004-06-10,1139.51
579,2004-06-11,1140.53
580,2004-06-14,1115.41
581,2004-06-15,1134.9
582,2004-06-16,1141.09
583,2004-06-17,1116.5
584,2004-06-18,1103.4
585,2004-06-21,1109.39
586,2004-06-22,1119.88
587,2004-06-23,1110.32
588,2004-06-24,1099.9
589,2004-06-25,1081.96
590,2004-06-28,1069.51
591,2004-06-29,1084.62
592,2004-06-30,1078.48
593,2004-07-01,1112.39
594,2004-07-02,1114.94
595,2004-07-05,1116.42
596,2004-07-06,1121.28
597,2004-07-07,1110.62
598,2004-07-08,1113.03
599,2004-07-09,1106.91
600,2004-07-12,1083.18
601,2004-07-13,1086.82
602,2004-07-14,1088.78
603,2004-07-15,1104.01
604,2004-07-16,1132.8
605,2004-07-19,1134.5
606,2004-07-20,1125.88
607,2004-07-21,1125.66
608,2004-07-22,1097.86
609,2004-07-23,1101.6
610,2004-07-26,1087.27
611,2004-07-27,1083.4
612,2004-07-28,1089.52
613,2004-07-29,1104.17
614,2004-07-30,1088.68
615,2004-08-02,1080.55
616,2004-08-03,1073.58
617,2004-08-04,1103.55
618,2004-08-05,1088.81
619,2004-08-06,1088.24
620,2004-08-09,1093.48
621,2004-08-10,1098.59
622,2004-08-11,1086.08
623,2004-08-12,1074.82
624,2004-08-13,1077.24
625,2004-08-16,1067.6
626,2004-08-17,1072.51
627,2004-08-18,1071.83
628,2004-08-19,1059.2
629,2004-08-20,1060.23
630,2004-08-23,1047.21
631,2004-08-24,1059.42
632,2004-08-25,1055.53
633,2004-08-26,1051.0
634,2004-08-27,1039.24
635,2004-08-30,1038.34
636,2004-08-31,1055.97
637,2004-09-01,1040.06
638,2004-09-02,1045.37
639,2004-09-03,1043.54
640,2004-09-06,1039.67
641,2004-09-07,1041.48
642,2004-09-08,1031.61
643,2004-09-09,1012.56
644,2004-09-10,1015.15
645,2004-09-13,993.26
646,2004-09-14,1023.41
647,2004-09-15,1066.28
648,2004-09-16,1077.91
649,2004-09-17,1112.77
650,2004-09-20,1152.13
651,2004-09-21,1143.46
652,2004-09-22,1120.11
653,2004-09-23,1157.93
654,2004-09-24,1135.97
655,2004-09-27,1128.05
656,2004-09-28,1136.34
657,2004-09-29,1124.01
658,2004-09-30,1109.32
659,2004-10-08,1131.91
660,2004-10-11,1126.33
661,2004-10-12,1103.55
662,2004-10-13,1104.18
663,2004-10-14,1060.13
664,2004-10-15,1061.64
665,2004-10-18,1063.47
666,2004-10-19,1066.64
667,2004-10-20,1062.9
668,2004-10-21,1049.97
669,2004-10-22,1063.14
670,2004-10-25,1049.19
671,2004-10-26,1059.25
672,2004-10-27,1069.68
673,2004-10-28,1068.68
674,2004-10-29,1050.3
675,2004-11-01,1038.43
676,2004-11-02,1035.73
677,2004-11-03,1054.69
678,2004-11-04,1032.72
679,2004-11-05,1033.8
680,2004-11-08,1034.81
681,2004-11-09,1037.21
682,2004-11-10,1076.28
683,2004-11-11,1070.27
684,2004-11-12,1072.62
685,2004-11-15,1084.71
686,2004-11-16,1084.65
687,2004-11-17,1074.39
688,2004-11-18,1085.03
689,2004-11-19,1091.37
690,2004-11-22,1094.35
691,2004-11-23,1084.88
692,2004-11-24,1077.67
693,2004-11-25,1076.34
694,2004-11-26,1074.99
695,2004-11-29,1061.35
696,2004-11-30,1062.81
697,2004-12-01,1058.15
698,2004-12-02,1056.06
699,2004-12-03,1058.33
700,2004-12-06,1060.25
701,2004-12-07,1048.18
702,2004-12-08,1049.18
703,2004-12-09,1059.53
704,2004-12-10,1043.55
705,2004-12-13,1037.45
706,2004-12-14,1034.29
707,2004-12-15,1037.88
708,2004-12-16,1033.27
709,2004-12-17,1023.0
710,2004-12-20,1009.37
711,2004-12-21,1008.12
712,2004-12-22,1034.03
713,2004-12-23,1015.51
714,2004-12-24,1016.4
715,2004-12-27,1012.45
716,2004-12-28,1010.7
717,2004-12-29,1005.53
718,2004-12-30,1003.99
719,2004-12-31,1000.0
720,2005-01-04,982.79
721,2005-01-05,992.56
722,2005-01-06,983.17
723,2005-01-07,983.96
724,2005-01-10,993.88
725,2005-01-11,997.13
726,2005-01-12,996.75
727,2005-01-13,996.88
728,2005-01-14,988.31
729,2005-01-17,967.45
730,2005-01-18,974.69
731,2005-01-19,967.21
732,2005-01-20,956.25
733,2005-01-21,982.6
734,2005-01-24,998.13
735,2005-01-25,997.77
736,2005-01-26,989.93
737,2005-01-27,974.63
738,2005-01-28,969.21
739,2005-01-31,954.88
740,2005-02-01,955.95
741,2005-02-02,1006.91
742,2005-02-03,993.22
743,2005-02-04,1016.86
744,2005-02-16,1023.58
745,2005-02-17,1020.61
746,2005-02-18,1006.05
747,2005-02-21,1025.63
748,2005-02-22,1046.74
749,2005-02-23,1043.94
750,2005-02-24,1045.46
751,2005-02-25,1046.76
752,2005-02-28,1039.99
753,2005-03-01,1035.93
754,2005-03-02,1021.32
755,2005-03-03,1027.71
756,2005-03-04,1023.67
757,2005-03-07,1029.87
758,2005-03-08,1048.99
759,2005-03-09,1046.54
760,2005-03-10,1022.41
761,2005-03-11,1027.43
762,2005-03-14,1031.03
763,2005-03-15,1013.52
764,2005-03-16,1003.07
765,2005-03-17,992.86
766,2005-03-18,978.66
767,2005-03-21,981.89
768,2005-03-22,964.02
769,2005-03-23,959.01
770,2005-03-24,964.8
771,2005-03-25,962.96
772,2005-03-28,960.7
773,2005-03-29,955.19
774,2005-03-30,937.03
775,2005-03-31,942.2
776,2005-04-01,978.14
777,2005-04-04,962.17
778,2005-04-05,955.6
779,2005-04-06,973.67
780,2005-04-07,984.73
781,2005-04-08,1003.45
782,2005-04-11,995.42
783,2005-04-12,978.7
784,2005-04-13,1000.9
785,2005-04-14,986.98
786,2005-04-15,974.08
787,2005-04-18,963.77
788,2005-04-19,965.89
789,2005-04-20,950.87
790,2005-04-21,943.98
791,2005-04-22,939.1
792,2005-04-25,930.07
793,2005-04-26,937.08
794,2005-04-27,926.6
795,2005-04-28,942.07
796,2005-04-29,932.39
797,2005-05-09,909.17
798,2005-05-10,913.08
799,2005-05-11,901.85
800,2005-05-12,885.82
801,2005-05-13,887.54
802,2005-05-16,875.27
803,2005-05-17,881.46
804,2005-05-18,883.2
805,2005-05-19,884.17
806,2005-05-20,882.76
807,2005-05-23,863.34
808,2005-05-24,868.46
809,2005-05-25,868.45
810,2005-05-26,857.33
811,2005-05-27,849.51
812,2005-05-30,855.61
813,2005-05-31,855.95
814,2005-06-01,837.53
815,2005-06-02,818.38
816,2005-06-03,818.03
817,2005-06-06,839.0
818,2005-06-07,837.28
819,2005-06-08,901.98
820,2005-06-09,912.6
821,2005-06-10,894.56
822,2005-06-13,892.96
823,2005-06-14,883.54
824,2005-06-15,866.83
825,2005-06-16,879.24
826,2005-06-17,880.35
827,2005-06-20,906.26
828,2005-06-21,896.17
829,2005-06-22,900.65
830,2005-06-23,893.57
831,2005-06-24,898.3
832,2005-06-27,916.04
833,2005-06-28,903.72
834,2005-06-29,898.9
835,2005-06-30,878.69
836,2005-07-01,859.49
837,2005-07-04,855.93
838,2005-07-05,849.68
839,2005-07-06,842.56
840,2005-07-07,844.73
841,2005-07-08,829.49
842,2005-07-11,824.1
843,2005-07-12,851.82
844,2005-07-13,846.23
845,2005-07-14,849.59
846,2005-07-15,841.0
847,2005-07-18,833.0
848,2005-07-19,835.61
849,2005-07-20,842.64
850,2005-07-21,843.99
851,2005-07-22,859.46
852,2005-07-25,856.86
853,2005-07-26,875.94
854,2005-07-27,894.01
855,2005-07-28,890.88
856,2005-07-29,888.16
857,2005-08-01,891.61
858,2005-08-02,903.6
859,2005-08-03,918.69
860,2005-08-04,904.15
861,2005-08-05,923.8
862,2005-08-08,927.07
863,2005-08-09,933.09
864,2005-08-10,940.18
865,2005-08-11,948.07
866,2005-08-12,937.0
867,2005-08-15,954.5
868,2005-08-16,942.3
869,2005-08-17,953.01
870,2005-08-18,920.67
871,2005-08-19,923.04
872,2005-08-22,931.67
873,2005-08-23,923.41
874,2005-08-24,930.65
875,2005-08-25,930.12
876,2005-08-26,928.26
877,2005-08-29,917.37
878,2005-08-30,914.88
879,2005-08-31,927.92
880,2005-09-01,944.56
881,2005-09-02,947.87
882,2005-09-05,952.72
883,2005-09-06,936.61
884,2005-09-07,952.76
885,2005-09-08,955.28
886,2005-09-09,949.07
887,2005-09-12,949.51
888,2005-09-13,963.77
889,2005-09-14,970.19
890,2005-09-15,969.6
891,2005-09-16,967.5
892,2005-09-19,971.14
893,2005-09-20,961.92
894,2005-09-21,944.41
895,2005-09-22,923.27
896,2005-09-23,916.15
897,2005-09-26,918.49
898,2005-09-27,904.21
899,2005-09-28,903.72
900,2005-09-29,915.98
901,2005-09-30,917.39
902,2005-10-10,907.32
903,2005-10-11,919.72
904,2005-10-12,923.49
905,2005-10-13,916.5
906,2005-10-14,904.83
907,2005-10-17,897.62
908,2005-10-18,902.37
909,2005-10-19,898.74
910,2005-10-20,899.91
911,2005-10-21,904.41
912,2005-10-24,906.65
913,2005-10-25,894.27
914,2005-10-26,875.82
915,2005-10-27,875.85
916,2005-10-28,867.73
917,2005-10-31,876.28
918,2005-11-01,872.87
919,2005-11-02,882.48
920,2005-11-03,874.58
921,2005-11-04,878.36
922,2005-11-07,877.28
923,2005-11-08,881.52
924,2005-11-09,879.25
925,2005-11-10,862.97
926,2005-11-11,864.79
927,2005-11-14,862.15
928,2005-11-15,856.63
929,2005-11-16,863.12
930,2005-11-17,862.66
931,2005-11-18,882.24
932,2005-11-21,883.87
933,2005-11-22,869.62
934,2005-11-23,876.23
935,2005-11-24,881.49
936,2005-11-25,884.11
937,2005-11-28,880.17
938,2005-11-29,871.31
939,2005-11-30,873.83
940,2005-12-01,873.07
941,2005-12-02,869.94
942,2005-12-05,859.61
943,2005-12-06,866.08
944,2005-12-07,873.84
945,2005-12-08,874.06
946,2005-12-09,887.36
947,2005-12-12,888.52
948,2005-12-13,889.1
949,2005-12-14,898.15
950,2005-12-15,896.43
951,2005-12-16,902.56
952,2005-12-19,902.91
953,2005-12-20,907.32
954,2005-12-21,903.14
955,2005-12-22,908.75
956,2005-12-23,915.89
957,2005-12-26,922.38
958,2005-12-27,919.36
959,2005-12-28,920.92
960,2005-12-29,932.03
961,2005-12-30,923.45
962,2006-01-04,941.43
963,2006-01-05,959.13
964,2006-01-06,970.03
965,2006-01-09,975.25
966,2006-01-10,978.15
967,2006-01-11,973.48
968,2006-01-12,983.72
969,2006-01-13,978.81
970,2006-01-16,961.44
971,2006-01-17,964.29
972,2006-01-18,983.62
973,2006-01-19,991.22
974,2006-01-20,993.34
975,2006-01-23,996.16
976,2006-01-24,999.09
977,2006-01-25,1009.6
978,2006-02-06,1033.23
979,2006-02-07,1029.94
980,2006-02-08,1033.07
981,2006-02-09,1019.6
982,2006-02-10,1032.34
983,2006-02-13,1031.61
984,2006-02-14,1038.53
985,2006-02-15,1041.66
986,2006-02-16,1020.12
987,2006-02-17,1020.37
988,2006-02-20,1021.64
989,2006-02-21,1038.82
990,2006-02-22,1037.88
991,2006-02-23,1041.37
992,2006-02-24,1049.44
993,2006-02-27,1047.85
994,2006-02-28,1053.01
995,2006-03-01,1056.62
996,2006-03-02,1038.67
997,2006-03-03,1041.68
998,2006-03-06,1038.87
999,2006-03-07,1014.97
1000,2006-03-08,1009.27
1001,2006-03-09,1004.34
1002,2006-03-10,1008.9
1003,2006-03-13,1019.86
1004,2006-03-14,1018.27
1005,2006-03-15,1028.96
1006,2006-03-16,1027.62
1007,2006-03-17,1024.02
1008,2006-03-20,1037.66
1009,2006-03-21,1040.76
1010,2006-03-22,1047.67
1011,2006-03-23,1048.54
1012,2006-03-24,1042.6
1013,2006-03-27,1050.71
1014,2006-03-28,1055.98
1015,2006-03-29,1065.29
