,Unnamed: 0,SPX
13335,2003-01-02,879.82
13336,2003-01-03,909.03
13337,2003-01-06,908.59
13338,2003-01-07,929.01
13339,2003-01-08,922.93
13340,2003-01-09,909.93
13341,2003-01-10,927.58
13342,2003-01-13,927.57
13343,2003-01-14,926.26
13344,2003-01-15,931.66
13345,2003-01-16,918.22
13346,2003-01-17,914.6
13347,2003-01-21,901.78
13348,2003-01-22,887.62
13349,2003-01-23,878.36
13350,2003-01-24,887.34
13351,2003-01-27,861.4
13352,2003-01-28,847.48
13353,2003-01-29,858.54
13354,2003-01-30,864.36
13355,2003-01-31,844.61
13356,2003-02-03,855.7
13357,2003-02-04,860.32
13358,2003-02-05,848.2
13359,2003-02-06,843.59
13360,2003-02-07,838.15
13361,2003-02-10,829.69
13362,2003-02-11,835.97
13363,2003-02-12,829.2
13364,2003-02-13,818.68
13365,2003-02-14,817.37
13366,2003-02-18,834.89
13367,2003-02-19,851.17
13368,2003-02-20,845.13
13369,2003-02-21,837.1
13370,2003-02-24,848.17
13371,2003-02-25,832.58
13372,2003-02-26,838.57
13373,2003-02-27,827.55
13374,2003-02-28,837.28
13375,2003-03-03,841.15
13376,2003-03-04,834.81
13377,2003-03-05,821.99
13378,2003-03-06,829.85
13379,2003-03-07,822.1
13380,2003-03-10,828.89
13381,2003-03-11,807.48
13382,2003-03-12,800.73
13383,2003-03-13,804.19
13384,2003-03-14,831.9
13385,2003-03-17,833.27
13386,2003-03-18,862.79
13387,2003-03-19,866.45
13388,2003-03-20,874.02
13389,2003-03-21,875.67
13390,2003-03-24,895.79
13391,2003-03-25,864.23
13392,2003-03-26,874.74
13393,2003-03-27,869.95
13394,2003-03-28,868.52
13395,2003-03-31,863.5
13396,2003-04-01,848.18
13397,2003-04-02,858.48
13398,2003-04-03,880.9
13399,2003-04-04,876.45
13400,2003-04-07,878.85
13401,2003-04-08,879.93
13402,2003-04-09,878.29
13403,2003-04-10,865.99
13404,2003-04-11,871.58
13405,2003-04-14,868.3
13406,2003-04-15,885.23
13407,2003-04-16,890.81
13408,2003-04-17,879.91
13409,2003-04-21,893.58
13410,2003-04-22,892.01
13411,2003-04-23,911.37
13412,2003-04-24,919.02
13413,2003-04-25,911.43
13414,2003-04-28,898.81
13415,2003-04-29,914.84
13416,2003-04-30,917.84
13417,2003-05-01,916.92
13418,2003-05-02,916.3
13419,2003-05-05,930.08
13420,2003-05-06,926.55
13421,2003-05-07,934.39
13422,2003-05-08,929.62
13423,2003-05-09,920.27
13424,2003-05-12,933.41
13425,2003-05-13,945.11
13426,2003-05-14,942.3
13427,2003-05-15,939.28
13428,2003-05-16,946.67
13429,2003-05-19,944.3
13430,2003-05-20,920.77
13431,2003-05-21,919.73
13432,2003-05-22,923.42
13433,2003-05-23,931.87
13434,2003-05-27,933.22
13435,2003-05-28,951.48
13436,2003-05-29,953.22
13437,2003-05-30,949.64
13438,2003-06-02,963.59
13439,2003-06-03,967.0
13440,2003-06-04,971.56
13441,2003-06-05,986.24
13442,2003-06-06,990.14
13443,2003-06-09,987.76
13444,2003-06-10,975.93
13445,2003-06-11,984.84
13446,2003-06-12,997.48
13447,2003-06-13,998.51
13448,2003-06-16,988.61
13449,2003-06-17,1010.74
13450,2003-06-18,1011.66
13451,2003-06-19,1010.09
13452,2003-06-20,994.7
13453,2003-06-23,995.69
13454,2003-06-24,981.64
13455,2003-06-25,983.45
13456,2003-06-26,975.32
13457,2003-06-27,985.82
13458,2003-06-30,976.22
13459,2003-07-01,974.5
13460,2003-07-02,982.32
13461,2003-07-03,993.75
13462,2003-07-07,985.7
13463,2003-07-08,1004.42
13464,2003-07-09,1007.84
13465,2003-07-10,1002.21
13466,2003-07-11,988.7
13467,2003-07-14,998.14
13468,2003-07-15,1003.86
13469,2003-07-16,1000.42
13470,2003-07-17,994.0
13471,2003-07-18,981.73
13472,2003-07-21,993.32
13473,2003-07-22,978.8
13474,2003-07-23,988.11
13475,2003-07-24,988.61
13476,2003-07-25,981.6
13477,2003-07-28,998.68
13478,2003-07-29,996.52
13479,2003-07-30,989.28
13480,2003-07-31,987.49
13481,2003-08-01,990.31
13482,2003-08-04,980.15
13483,2003-08-05,982.82
13484,2003-08-06,965.46
13485,2003-08-07,967.08
13486,2003-08-08,974.12
13487,2003-08-11,977.59
13488,2003-08-12,980.59
13489,2003-08-13,990.35
13490,2003-08-14,984.03
13491,2003-08-15,990.51
13492,2003-08-18,990.67
13493,2003-08-19,999.74
13494,2003-08-20,1002.35
13495,2003-08-21,1000.3
13496,2003-08-22,1003.27
13497,2003-08-25,993.06
13498,2003-08-26,993.71
13499,2003-08-27,996.73
13500,2003-08-28,996.79
13501,2003-08-29,1002.84
13502,2003-09-02,1008.01
13503,2003-09-03,1021.99
13504,2003-09-04,1026.27
13505,2003-09-05,1027.97
13506,2003-09-08,1021.39
13507,2003-09-09,1031.64
13508,2003-09-10,1023.17
13509,2003-09-11,1010.92
13510,2003-09-12,1016.42
13511,2003-09-15,1018.63
13512,2003-09-16,1014.81
13513,2003-09-17,1029.32
13514,2003-09-18,1025.97
13515,2003-09-19,1039.58
13516,2003-09-22,1036.3
13517,2003-09-23,1022.82
13518,2003-09-24,1029.03
13519,2003-09-25,1009.38
13520,2003-09-26,1003.27
13521,2003-09-29,996.85
13522,2003-09-30,1006.58
13523,2003-10-01,995.97
13524,2003-10-02,1018.22
13525,2003-10-03,1020.24
13526,2003-10-06,1029.85
13527,2003-10-07,1034.35
13528,2003-10-08,1039.25
13529,2003-10-09,1033.78
13530,2003-10-10,1038.73
13531,2003-10-13,1038.06
13532,2003-10-14,1045.35
13533,2003-10-15,1049.48
13534,2003-10-16,1046.76
13535,2003-10-17,1050.07
13536,2003-10-20,1039.32
13537,2003-10-21,1044.68
13538,2003-10-22,1046.03
13539,2003-10-23,1030.36
13540,2003-10-24,1033.77
13541,2003-10-27,1028.91
13542,2003-10-28,1031.13
13543,2003-10-29,1046.79
13544,2003-10-30,1048.11
13545,2003-10-31,1046.94
13546,2003-11-03,1050.71
13547,2003-11-04,1059.02
13548,2003-11-05,1053.25
13549,2003-11-06,1051.81
13550,2003-11-07,1058.05
13551,2003-11-10,1053.21
13552,2003-11-11,1047.11
13553,2003-11-12,1046.57
13554,2003-11-13,1058.56
13555,2003-11-14,1058.41
13556,2003-11-17,1050.35
13557,2003-11-18,1043.63
13558,2003-11-19,1034.15
13559,2003-11-20,1042.44
13560,2003-11-21,1033.65
13561,2003-11-24,1035.28
13562,2003-11-25,1052.08
13563,2003-11-26,1053.89
13564,2003-11-28,1058.45
13565,2003-12-01,1058.2
13566,2003-12-02,1070.12
13567,2003-12-03,1066.62
13568,2003-12-04,1064.73
13569,2003-12-05,1069.72
13570,2003-12-08,1061.5
13571,2003-12-09,1069.3
13572,2003-12-10,1060.18
13573,2003-12-11,1059.05
13574,2003-12-12,1071.21
13575,2003-12-15,1074.14
13576,2003-12-16,1068.04
13577,2003-12-17,1075.13
13578,2003-12-18,1076.48
13579,2003-12-19,1089.18
13580,2003-12-22,1088.67
13581,2003-12-23,1092.94
13582,2003-12-24,1096.02
13583,2003-12-26,1094.04
13584,2003-12-29,1095.89
13585,2003-12-30,1109.48
13586,2003-12-31,1109.64
13587,2004-01-02,1111.92
13588,2004-01-05,1108.48
13589,2004-01-06,1122.22
13590,2004-01-07,1123.67
13591,2004-01-08,1126.33
13592,2004-01-09,1131.92
13593,2004-01-12,1121.86
13594,2004-01-13,1127.23
13595,2004-01-14,1121.22
13596,2004-01-15,1130.52
13597,2004-01-16,1132.05
13598,2004-01-20,1139.83
13599,2004-01-21,1138.77
13600,2004-01-22,1147.62
13601,2004-01-23,1143.94
13602,2004-01-26,1141.55
13603,2004-01-27,1155.37
13604,2004-01-28,1144.05
13605,2004-01-29,1128.48
13606,2004-01-30,1134.11
13607,2004-02-02,1131.13
13608,2004-02-03,1135.26
13609,2004-02-04,1136.03
13610,2004-02-05,1126.52
13611,2004-02-06,1128.59
13612,2004-02-09,1142.76
13613,2004-02-10,1139.81
13614,2004-02-11,1145.54
13615,2004-02-12,1157.76
13616,2004-02-13,1152.11
13617,2004-02-17,1145.81
13618,2004-02-18,1156.99
13619,2004-02-19,1151.82
13620,2004-02-20,1147.06
13621,2004-02-23,1144.11
13622,2004-02-24,1140.99
13623,2004-02-25,1139.09
13624,2004-02-26,1143.67
13625,2004-02-27,1144.91
13626,2004-03-01,1144.94
13627,2004-03-02,1155.96
13628,2004-03-03,1149.1
13629,2004-03-04,1151.04
13630,2004-03-05,1154.88
13631,2004-03-08,1156.87
13632,2004-03-09,1147.21
13633,2004-03-10,1140.58
13634,2004-03-11,1123.89
13635,2004-03-12,1106.78
13636,2004-03-15,1120.57
13637,2004-03-16,1104.49
13638,2004-03-17,1110.7
13639,2004-03-18,1123.75
13640,2004-03-19,1122.32
13641,2004-03-22,1109.78
13642,2004-03-23,1095.4
13643,2004-03-24,1093.95
13644,2004-03-25,1091.33
13645,2004-03-26,1109.19
13646,2004-03-29,1108.06
13647,2004-03-30,1122.47
13648,2004-03-31,1127.0
13649,2004-04-01,1126.21
13650,2004-04-02,1132.17
13651,2004-04-05,1141.81
13652,2004-04-06,1150.57
13653,2004-04-07,1148.16
13654,2004-04-08,1140.53
13655,2004-04-12,1139.32
13656,2004-04-13,1145.2
13657,2004-04-14,1129.44
13658,2004-04-15,1128.17
13659,2004-04-16,1128.84
13660,2004-04-19,1134.61
13661,2004-04-20,1135.82
13662,2004-04-21,1118.15
13663,2004-04-22,1124.09
13664,2004-04-23,1139.93
13665,2004-04-26,1140.6
13666,2004-04-27,1135.53
13667,2004-04-28,1138.11
13668,2004-04-29,1122.41
13669,2004-04-30,1113.89
13670,2004-05-03,1107.3
13671,2004-05-04,1117.49
13672,2004-05-05,1119.55
13673,2004-05-06,1121.53
13674,2004-05-07,1113.99
13675,2004-05-10,1098.7
13676,2004-05-11,1087.12
13677,2004-05-12,1095.45
13678,2004-05-13,1097.28
13679,2004-05-14,1096.44
13680,2004-05-17,1095.7
13681,2004-05-18,1084.1
13682,2004-05-19,1091.49
13683,2004-05-20,1088.68
13684,2004-05-21,1089.19
13685,2004-05-24,1093.56
13686,2004-05-25,1095.41
13687,2004-05-26,1113.05
13688,2004-05-27,1114.94
13689,2004-05-28,1121.28
13690,2004-06-01,1120.68
13691,2004-06-02,1121.2
13692,2004-06-03,1124.99
13693,2004-06-04,1116.64
13694,2004-06-07,1122.5
13695,2004-06-08,1140.42
13696,2004-06-09,1142.18
13697,2004-06-10,1131.33
13698,2004-06-14,1136.47
13699,2004-06-15,1125.29
13700,2004-06-16,1132.01
13701,2004-06-17,1133.56
13702,2004-06-18,1132.05
13703,2004-06-21,1135.02
13704,2004-06-22,1130.3
13705,2004-06-23,1134.41
13706,2004-06-24,1144.06
13707,2004-06-25,1140.65
13708,2004-06-28,1134.43
13709,2004-06-29,1133.35
13710,2004-06-30,1136.2
13711,2004-07-01,1140.84
13712,2004-07-02,1128.94
13713,2004-07-06,1125.38
13714,2004-07-07,1116.21
13715,2004-07-08,1118.33
13716,2004-07-09,1109.11
13717,2004-07-12,1112.81
13718,2004-07-13,1114.35
13719,2004-07-14,1115.14
13720,2004-07-15,1111.47
13721,2004-07-16,1106.69
13722,2004-07-19,1101.39
13723,2004-07-20,1100.9
13724,2004-07-21,1108.67
13725,2004-07-22,1093.88
13726,2004-07-23,1096.84
13727,2004-07-26,1086.2
13728,2004-07-27,1084.07
13729,2004-07-28,1094.83
13730,2004-07-29,1095.42
13731,2004-07-30,1100.43
13732,2004-08-02,1101.72
13733,2004-08-03,1106.62
13734,2004-08-04,1099.69
13735,2004-08-05,1098.63
13736,2004-08-06,1080.7
13737,2004-08-09,1063.97
13738,2004-08-10,1065.22
13739,2004-08-11,1079.04
13740,2004-08-12,1075.79
13741,2004-08-13,1063.23
13742,2004-08-16,1064.8
13743,2004-08-17,1079.34
13744,2004-08-18,1081.71
13745,2004-08-19,1095.17
13746,2004-08-20,1091.23
13747,2004-08-23,1098.35
13748,2004-08-24,1095.68
13749,2004-08-25,1096.19
13750,2004-08-26,1104.96
13751,2004-08-27,1105.09
13752,2004-08-30,1107.77
13753,2004-08-31,1099.15
13754,2004-09-01,1104.24
13755,2004-09-02,1105.91
13756,2004-09-03,1118.31
13757,2004-09-07,1113.63
13758,2004-09-08,1121.3
13759,2004-09-09,1116.27
13760,2004-09-10,1118.38
13761,2004-09-13,1123.92
13762,2004-09-14,1125.82
13763,2004-09-15,1128.33
13764,2004-09-16,1120.37
13765,2004-09-17,1123.5
13766,2004-09-20,1128.55
13767,2004-09-21,1122.2
13768,2004-09-22,1129.3
13769,2004-09-23,1113.56
13770,2004-09-24,1108.36
13771,2004-09-27,1110.11
13772,2004-09-28,1103.52
13773,2004-09-29,1110.06
13774,2004-09-30,1114.8
13775,2004-10-01,1114.58
13776,2004-10-04,1131.5
13777,2004-10-05,1135.17
13778,2004-10-06,1134.48
13779,2004-10-07,1142.05
13780,2004-10-08,1130.65
13781,2004-10-11,1122.14
13782,2004-10-12,1124.39
13783,2004-10-13,1121.84
13784,2004-10-14,1113.65
13785,2004-10-15,1103.29
13786,2004-10-18,1108.2
13787,2004-10-19,1114.02
13788,2004-10-20,1103.23
13789,2004-10-21,1103.66
13790,2004-10-22,1106.49
13791,2004-10-25,1095.74
13792,2004-10-26,1094.81
13793,2004-10-27,1111.09
13794,2004-10-28,1125.4
13795,2004-10-29,1127.44
13796,2004-11-01,1130.2
13797,2004-11-02,1130.51
13798,2004-11-03,1130.54
13799,2004-11-04,1143.2
13800,2004-11-05,1161.67
13801,2004-11-08,1166.17
13802,2004-11-09,1164.89
13803,2004-11-10,1164.08
13804,2004-11-11,1162.91
13805,2004-11-12,1173.48
13806,2004-11-15,1184.17
13807,2004-11-16,1183.81
13808,2004-11-17,1175.43
13809,2004-11-18,1181.94
13810,2004-11-19,1183.55
13811,2004-11-22,1170.34
13812,2004-11-23,1177.24
13813,2004-11-24,1176.94
13814,2004-11-26,1181.76
13815,2004-11-29,1182.65
13816,2004-11-30,1178.57
13817,2004-12-01,1173.82
13818,2004-12-02,1191.37
13819,2004-12-03,1190.33
13820,2004-12-06,1191.17
13821,2004-12-07,1190.25
13822,2004-12-08,1177.07
13823,2004-12-09,1182.81
13824,2004-12-10,1189.24
13825,2004-12-13,1188.0
13826,2004-12-14,1198.68
13827,2004-12-15,1203.38
13828,2004-12-16,1205.72
13829,2004-12-17,1203.21
13830,2004-12-20,1194.22
13831,2004-12-21,1194.65
13832,2004-12-22,1205.45
13833,2004-12-23,1209.57
13834,2004-12-27,1210.13
13835,2004-12-28,1204.92
13836,2004-12-29,1213.54
13837,2004-12-30,1213.45
13838,2004-12-31,1213.55
13839,2005-01-03,1211.92
13840,2005-01-04,1202.08
13841,2005-01-05,1188.05
13842,2005-01-06,1183.74
13843,2005-01-07,1187.89
13844,2005-01-10,1186.19
13845,2005-01-11,1190.25
13846,2005-01-12,1182.99
13847,2005-01-13,1187.7
13848,2005-01-14,1177.45
13849,2005-01-18,1184.52
13850,2005-01-19,1195.98
13851,2005-01-20,1184.63
13852,2005-01-21,1175.41
13853,2005-01-24,1167.87
13854,2005-01-25,1163.75
13855,2005-01-26,1168.41
13856,2005-01-27,1174.07
13857,2005-01-28,1174.55
13858,2005-01-31,1171.36
13859,2005-02-01,1181.27
13860,2005-02-02,1189.41
13861,2005-02-03,1193.19
13862,2005-02-04,1189.89
13863,2005-02-07,1203.03
13864,2005-02-08,1201.72
13865,2005-02-09,1202.3
13866,2005-02-10,1191.99
13867,2005-02-11,1197.01
13868,2005-02-14,1205.3
13869,2005-02-15,1206.14
13870,2005-02-16,1210.12
13871,2005-02-17,1210.34
13872,2005-02-18,1200.75
13873,2005-02-22,1201.59
13874,2005-02-23,1184.16
13875,2005-02-24,1190.8
13876,2005-02-25,1200.2
13877,2005-02-28,1211.37
13878,2005-03-01,1203.6
13879,2005-03-02,1210.41
13880,2005-03-03,1210.08
13881,2005-03-04,1210.47
13882,2005-03-07,1222.12
13883,2005-03-08,1225.31
13884,2005-03-09,1219.43
13885,2005-03-10,1207.01
13886,2005-03-11,1209.25
13887,2005-03-14,1200.08
13888,2005-03-15,1206.83
13889,2005-03-16,1197.75
13890,2005-03-17,1188.07
13891,2005-03-18,1190.21
13892,2005-03-21,1189.65
13893,2005-03-22,1183.78
13894,2005-03-23,1171.71
13895,2005-03-24,1172.53
13896,2005-03-28,1171.42
13897,2005-03-29,1174.28
13898,2005-03-30,1165.36
13899,2005-03-31,1181.41
13900,2005-04-01,1180.59
13901,2005-04-04,1172.92
13902,2005-04-05,1176.12
13903,2005-04-06,1181.39
13904,2005-04-07,1184.07
13905,2005-04-08,1191.14
13906,2005-04-11,1181.2
13907,2005-04-12,1181.21
13908,2005-04-13,1187.76
13909,2005-04-14,1173.79
13910,2005-04-15,1162.05
13911,2005-04-18,1142.62
13912,2005-04-19,1145.98
13913,2005-04-20,1152.78
13914,2005-04-21,1137.5
13915,2005-04-22,1159.95
13916,2005-04-25,1152.12
13917,2005-04-26,1162.1
13918,2005-04-27,1151.74
13919,2005-04-28,1156.38
13920,2005-04-29,1143.22
13921,2005-05-02,1156.85
13922,2005-05-03,1162.16
13923,2005-05-04,1161.17
13924,2005-05-05,1175.65
13925,2005-05-06,1172.63
13926,2005-05-09,1171.35
13927,2005-05-10,1178.84
13928,2005-05-11,1166.22
13929,2005-05-12,1171.11
13930,2005-05-13,1159.36
13931,2005-05-16,1154.05
13932,2005-05-17,1165.69
13933,2005-05-18,1173.8
13934,2005-05-19,1185.56
13935,2005-05-20,1191.08
13936,2005-05-23,1189.28
13937,2005-05-24,1193.86
13938,2005-05-25,1194.07
13939,2005-05-26,1190.01
13940,2005-05-27,1197.62
13941,2005-05-31,1198.78
13942,2005-06-01,1191.5
13943,2005-06-02,1202.27
13944,2005-06-03,1204.29
13945,2005-06-06,1196.02
13946,2005-06-07,1197.51
13947,2005-06-08,1197.26
13948,2005-06-09,1194.67
13949,2005-06-10,1200.93
13950,2005-06-13,1198.11
13951,2005-06-14,1200.82
13952,2005-06-15,1203.91
13953,2005-06-16,1206.58
13954,2005-06-17,1210.96
13955,2005-06-20,1216.96
13956,2005-06-21,1216.1
13957,2005-06-22,1213.61
13958,2005-06-23,1213.88
13959,2005-06-24,1200.73
13960,2005-06-27,1191.57
13961,2005-06-28,1190.69
13962,2005-06-29,1201.57
13963,2005-06-30,1199.85
13964,2005-07-01,1191.33
13965,2005-07-05,1194.44
13966,2005-07-06,1204.99
13967,2005-07-07,1194.94
13968,2005-07-08,1197.87
13969,2005-07-11,1211.86
13970,2005-07-12,1219.44
13971,2005-07-13,1222.21
13972,2005-07-14,1223.29
13973,2005-07-15,1226.5
13974,2005-07-18,1227.92
13975,2005-07-19,1221.13
13976,2005-07-20,1229.35
13977,2005-07-21,1235.2
13978,2005-07-22,1227.04
13979,2005-07-25,1233.68
13980,2005-07-26,1229.03
13981,2005-07-27,1231.16
13982,2005-07-28,1236.79
13983,2005-07-29,1243.72
13984,2005-08-01,1234.18
13985,2005-08-02,1235.35
13986,2005-08-03,1244.12
13987,2005-08-04,1245.04
13988,2005-08-05,1235.86
13989,2005-08-08,1226.42
13990,2005-08-09,1223.13
13991,2005-08-10,1231.38
13992,2005-08-11,1229.13
13993,2005-08-12,1237.81
13994,2005-08-15,1230.39
13995,2005-08-16,1233.87
13996,2005-08-17,1219.34
13997,2005-08-18,1220.24
13998,2005-08-19,1219.02
13999,2005-08-22,1219.71
14000,2005-08-23,1221.73
14001,2005-08-24,1217.57
14002,2005-08-25,1209.59
14003,2005-08-26,1212.4
14004,2005-08-29,1205.1
14005,2005-08-30,1212.28
14006,2005-08-31,1208.41
14007,2005-09-01,1220.33
14008,2005-09-02,1221.59
14009,2005-09-06,1218.02
14010,2005-09-07,1233.39
14011,2005-09-08,1236.36
14012,2005-09-09,1231.67
14013,2005-09-12,1241.48
14014,2005-09-13,1240.56
14015,2005-09-14,1231.2
14016,2005-09-15,1227.16
14017,2005-09-16,1227.73
14018,2005-09-19,1237.91
14019,2005-09-20,1231.02
14020,2005-09-21,1221.34
14021,2005-09-22,1210.2
14022,2005-09-23,1214.62
14023,2005-09-26,1215.29
14024,2005-09-27,1215.63
14025,2005-09-28,1215.66
14026,2005-09-29,1216.89
14027,2005-09-30,1227.68
14028,2005-10-03,1228.81
14029,2005-10-04,1226.7
14030,2005-10-05,1214.47
14031,2005-10-06,1196.39
14032,2005-10-07,1191.49
14033,2005-10-10,1195.9
14034,2005-10-11,1187.33
14035,2005-10-12,1184.87
14036,2005-10-13,1177.68
14037,2005-10-14,1176.84
14038,2005-10-17,1186.57
14039,2005-10-18,1190.1
14040,2005-10-19,1178.14
14041,2005-10-20,1195.76
14042,2005-10-21,1177.8
14043,2005-10-24,1179.59
14044,2005-10-25,1199.38
14045,2005-10-26,1196.54
14046,2005-10-27,1191.38
14047,2005-10-28,1178.9
14048,2005-10-31,1198.41
14049,2005-11-01,1207.01
14050,2005-11-02,1202.76
14051,2005-11-03,1214.76
14052,2005-11-04,1219.94
14053,2005-11-07,1220.14
14054,2005-11-08,1222.81
14055,2005-11-09,1218.59
14056,2005-11-10,1220.65
14057,2005-11-11,1230.96
14058,2005-11-14,1234.72
14059,2005-11-15,1233.76
14060,2005-11-16,1229.01
14061,2005-11-17,1231.21
14062,2005-11-18,1242.8
14063,2005-11-21,1248.27
14064,2005-11-22,1254.85
14065,2005-11-23,1261.23
14066,2005-11-25,1265.61
14067,2005-11-28,1268.25
14068,2005-11-29,1257.46
14069,2005-11-30,1257.48
14070,2005-12-01,1249.48
14071,2005-12-02,1264.67
14072,2005-12-05,1265.08
14073,2005-12-06,1262.09
14074,2005-12-07,1263.7
14075,2005-12-08,1257.37
14076,2005-12-09,1255.84
14077,2005-12-12,1259.37
14078,2005-12-13,1260.43
14079,2005-12-14,1267.43
14080,2005-12-15,1272.74
14081,2005-12-16,1270.94
14082,2005-12-19,1267.32
14083,2005-12-20,1259.92
14084,2005-12-21,1259.62
14085,2005-12-22,1262.79
14086,2005-12-23,1268.12
14087,2005-12-27,1268.66
14088,2005-12-28,1256.54
14089,2005-12-29,1258.17
14090,2005-12-30,1254.42
14091,2006-01-03,1248.29
14092,2006-01-04,1268.8
